rank_position,image_index,hard_label,hard_label_name,true_entropy,pred_entropy,entropy_abs_error,kl,true_top_class,true_top_class_name,pred_top_class,pred_top_class_name
459,3285,1,automobile,0.12741850316524506,0.6557127833366394,0.5282942652702332,0.23429758846759796,1,automobile,1,automobile
460,5757,4,deer,0.24229221045970917,0.13682353496551514,0.10546867549419403,0.11882909387350082,4,deer,4,deer
461,3273,8,ship,0.1370995044708252,0.039159245789051056,0.09794025868177414,0.06874788552522659,8,ship,8,ship
462,6679,2,bird,0.1370995044708252,0.14161668717861176,0.00451718270778656,0.02194535918533802,2,bird,2,bird
463,9401,9,truck,0.1370995044708252,0.08388236165046692,0.053217142820358276,0.06661020964384079,9,truck,9,truck
464,6234,7,horse,-0.0,0.42851772904396057,0.42851772904396057,0.06955032795667648,7,horse,7,horse
465,9959,2,bird,0.2386845052242279,1.1932759284973145,0.9545913934707642,1.3786948919296265,2,bird,3,cat
466,235,0,airplane,0.13923299312591553,0.0032910460140556097,0.13594195246696472,0.09397318959236145,0,airplane,0,airplane
467,107,6,frog,-0.0,0.007935081608593464,0.007935081608593464,0.0005546461325138807,6,frog,6,frog
468,6009,3,cat,-0.0,0.3582395911216736,0.3582395911216736,0.043813880532979965,3,cat,3,cat
469,2520,1,automobile,0.26954886317253113,0.38765957951545715,0.11811071634292603,0.12471870332956314,1,automobile,1,automobile
470,9052,0,airplane,0.1370995044708252,0.08063741773366928,0.056462086737155914,0.0641346126794815,0,airplane,0,airplane
471,7852,5,dog,0.7932261228561401,1.4387127161026,0.64548659324646,1.025463581085205,5,dog,7,horse
472,2219,5,dog,-0.0,0.9019812941551208,0.9019812941551208,0.15266600251197815,5,dog,5,dog
473,7548,6,frog,-0.0,0.017432430759072304,0.017432430759072304,0.0013412775006145239,6,frog,6,frog
474,5727,6,frog,0.1370995044708252,0.31840062141418457,0.18130111694335938,0.08008254319429398,6,frog,6,frog
475,40,4,deer,0.27790018916130066,0.06354030966758728,0.21435987949371338,0.1077573150396347,4,deer,4,deer
476,8788,5,dog,0.1370995044708252,0.030475333333015442,0.10662417113780975,0.022569546476006508,5,dog,5,dog
477,7341,4,deer,0.733439564704895,1.09747314453125,0.364033579826355,0.06760110706090927,4,deer,4,deer
478,5423,6,frog,-0.0,0.0022840905003249645,0.0022840905003249645,0.0001401803019689396,6,frog,6,frog
479,1480,1,automobile,0.1370995044708252,1.6172175407409668,1.4801180362701416,0.43162834644317627,1,automobile,1,automobile
480,5461,0,airplane,0.1370995044708252,0.4974488615989685,0.3603493571281433,0.09519288688898087,0,airplane,0,airplane
481,6420,7,horse,-0.0,0.004385960754007101,0.004385960754007101,0.00029857465415261686,7,horse,7,horse
482,2983,5,dog,1.2342497110366821,0.6342740058898926,0.5999757051467896,0.385134756565094,5,dog,5,dog
483,4086,8,ship,0.22853811085224152,0.20572242140769958,0.02281568944454193,0.0019782851450145245,8,ship,8,ship
484,2810,9,truck,0.4670814275741577,0.9232490658760071,0.45616763830184937,0.11739516258239746,9,truck,9,truck
485,4425,1,automobile,0.1370995044708252,0.053194258362054825,0.08390524983406067,0.017813608050346375,1,automobile,1,automobile
486,3840,6,frog,0.4566836655139923,0.7661557197570801,0.30947205424308777,0.27112165093421936,6,frog,6,frog
487,2536,5,dog,0.3274449110031128,0.4944075345993042,0.1669626235961914,0.012239791452884674,5,dog,5,dog
488,1288,1,automobile,-0.0,0.010137328878045082,0.010137328878045082,0.0007879013428464532,1,automobile,1,automobile
489,6953,0,airplane,0.1414405107498169,0.3697983920574188,0.22835788130760193,0.04650697484612465,0,airplane,0,airplane
490,967,9,truck,-0.0,0.06444054841995239,0.06444054841995239,0.006240287330001593,9,truck,9,truck
491,599,3,cat,0.7757503390312195,0.2422889620065689,0.5334613919258118,0.16175395250320435,3,cat,3,cat
492,9798,5,dog,-0.0,0.00020760188635904342,0.00020760188635904342,1.0847986231965479e-05,5,dog,5,dog
493,2043,8,ship,0.2351934015750885,0.07836868613958359,0.15682470798492432,0.06280681490898132,8,ship,8,ship
494,9302,3,cat,0.26954886317253113,1.8737752437591553,1.6042263507843018,0.6972829699516296,3,cat,3,cat
495,5063,9,truck,0.1414405107498169,0.03928514942526817,0.10215535759925842,0.06394365429878235,9,truck,9,truck
496,1285,9,truck,-0.0,1.4278929233551025,1.4278929233551025,0.5585659742355347,9,truck,9,truck
497,346,4,deer,0.8343470096588135,0.7215299606323242,0.11281704902648926,0.07953105866909027,4,deer,4,deer
498,1882,1,automobile,-0.0,0.03053154982626438,0.03053154982626438,0.002437717281281948,1,automobile,1,automobile
499,7345,6,frog,-0.0,0.02353217452764511,0.02353217452764511,0.001860198681242764,6,frog,6,frog
500,4380,9,truck,0.1370995044708252,0.1275777518749237,0.00952175259590149,0.06833462417125702,9,truck,9,truck
501,1098,1,automobile,-0.0,0.4085356593132019,0.4085356593132019,0.05237121507525444,1,automobile,1,automobile
502,1479,2,bird,0.6611883640289307,2.2697339057922363,1.6085455417633057,0.9992240071296692,2,bird,7,horse
503,3514,2,bird,-0.0,1.7709691524505615,1.7709691524505615,3.256828546524048,2,bird,5,dog
504,7494,2,bird,-0.0,0.0036829302553087473,0.0036829302553087473,0.0002686616498976946,2,bird,2,bird
505,6075,3,cat,0.4566836655139923,0.027254851534962654,0.4294288158416748,0.49662917852401733,3,cat,3,cat
506,4302,2,bird,0.8663136959075928,0.0656713917851448,0.8006423115730286,4.815973281860352,2,bird,5,dog
507,3969,2,bird,0.3767743706703186,0.11553818732500076,0.26123619079589844,0.1678033024072647,2,bird,2,bird
508,7827,3,cat,0.46274906396865845,0.5385828614234924,0.07583379745483398,0.0030888188630342484,3,cat,3,cat
509,5177,4,deer,0.685714602470398,1.4818146228790283,0.7961000204086304,0.18768849968910217,4,deer,4,deer
510,1671,8,ship,-0.0,0.07644426077604294,0.07644426077604294,0.0076030404306948185,8,ship,8,ship
511,6427,2,bird,0.1414405107498169,0.000923925603274256,0.14051657915115356,0.11419802904129028,2,bird,2,bird
512,3810,3,cat,-0.0,0.0028170826844871044,0.0028170826844871044,0.00019703354337252676,3,cat,3,cat
513,9970,2,bird,-0.0,0.029726773500442505,0.029726773500442505,0.0026060924865305424,2,bird,2,bird
514,8228,8,ship,0.1414405107498169,0.023056840524077415,0.11838366836309433,0.08327234536409378,8,ship,8,ship
515,9213,2,bird,0.4096554219722748,0.55476975440979,0.14511433243751526,0.07524034380912781,2,bird,2,bird
516,8494,1,automobile,-0.0,0.16740640997886658,0.16740640997886658,0.01716800406575203,1,automobile,1,automobile
517,7744,4,deer,-0.0,2.04402494430542,2.04402494430542,0.5356118083000183,4,deer,4,deer
518,2501,4,deer,0.7427319288253784,0.19553633034229279,0.5471956133842468,0.5796180963516235,4,deer,4,deer
519,3566,7,horse,0.1414405107498169,0.13824521005153656,0.0031953006982803345,0.05977518856525421,7,horse,7,horse
520,5230,8,ship,0.1414405107498169,0.024459850043058395,0.1169806569814682,0.0487731471657753,8,ship,8,ship
521,717,8,ship,0.1350361853837967,1.0881128311157227,0.9530766606330872,0.14906775951385498,8,ship,8,ship
522,9723,7,horse,-0.0,0.0229935385286808,0.0229935385286808,0.0019318267004564404,7,horse,7,horse
523,7933,3,cat,0.590949535369873,1.143320083618164,0.552370548248291,0.13578608632087708,3,cat,3,cat
524,2866,9,truck,-0.0,0.022189419716596603,0.022189419716596603,0.00209838361479342,9,truck,9,truck
525,9002,6,frog,0.26954886317253113,2.0425994396209717,1.7730505466461182,0.9744912385940552,6,frog,4,deer
526,8489,1,automobile,0.6267511248588562,0.5279728174209595,0.09877830743789673,0.01633794605731964,1,automobile,1,automobile
527,5103,7,horse,-0.0,0.34893158078193665,0.34893158078193665,0.04941549152135849,7,horse,7,horse
528,6001,0,airplane,0.4602574110031128,1.2790708541870117,0.8188134431838989,0.37432122230529785,0,airplane,0,airplane
529,7870,6,frog,0.6843101978302002,0.8033813834190369,0.11907118558883667,0.06638304144144058,6,frog,6,frog
530,9335,4,deer,0.13303963840007782,0.31445005536079407,0.18141041696071625,0.015070242807269096,4,deer,4,deer
531,8225,9,truck,0.27790018916130066,1.4728305339813232,1.1949303150177002,0.904023289680481,9,truck,0,airplane
532,7302,6,frog,0.1370995044708252,0.0062365783378481865,0.13086292147636414,0.10164067149162292,6,frog,6,frog
533,111,0,airplane,0.13923299312591553,0.24095547199249268,0.10172247886657715,0.010156923905014992,0,airplane,0,airplane
534,358,8,ship,0.1370995044708252,0.10593630373477936,0.031163200736045837,0.036353472620248795,8,ship,8,ship
535,2585,3,cat,0.1414405107498169,0.21493475139141083,0.07349424064159393,0.1443871110677719,3,cat,3,cat
536,3217,7,horse,0.1414405107498169,0.006137270480394363,0.13530324399471283,0.10313542187213898,7,horse,7,horse
537,1710,4,deer,0.1370995044708252,0.18952438235282898,0.052424877882003784,0.038344353437423706,4,deer,4,deer
538,1090,0,airplane,0.9366673827171326,0.24057377874851227,0.6960936188697815,0.6345611810684204,0,airplane,0,airplane
539,6034,9,truck,-0.0,0.005819049663841724,0.005819049663841724,0.0004486031539272517,9,truck,9,truck
540,4644,7,horse,0.13923299312591553,0.08496583998203278,0.05426715314388275,0.07496719062328339,7,horse,7,horse
541,5287,7,horse,0.13923299312591553,2.5264205932617188,2.3871874809265137,1.1466161012649536,7,horse,7,horse
542,5494,9,truck,-0.0,0.0038525958079844713,0.0038525958079844713,0.0002755738969426602,9,truck,9,truck
543,9131,3,cat,0.1414405107498169,0.5956330299377441,0.45419251918792725,0.0900457501411438,3,cat,3,cat
544,5849,5,dog,0.1370995044708252,0.5306445360183716,0.3935450315475464,0.19654658436775208,5,dog,5,dog
545,8035,1,automobile,0.2822921872138977,1.0979926586151123,0.8157004714012146,0.39141446352005005,1,automobile,1,automobile
546,4199,8,ship,0.1370995044708252,0.06294719129800797,0.07415231317281723,0.05323217809200287,8,ship,8,ship
547,9276,7,horse,1.1206668615341187,0.8590129017829895,0.26165395975112915,0.08394627273082733,7,horse,7,horse
548,6186,9,truck,-0.0,0.060247331857681274,0.060247331857681274,0.005338697228580713,9,truck,9,truck
549,9919,4,deer,0.5142748355865479,2.0289878845214844,1.5147130489349365,0.6136329174041748,4,deer,4,deer
550,2803,5,dog,-0.0,0.0005649150116369128,0.0005649150116369128,3.230520087527111e-05,5,dog,5,dog
551,2191,4,deer,0.5221791863441467,0.22909767925739288,0.29308152198791504,0.06497067958116531,4,deer,4,deer
552,5768,7,horse,0.2822921872138977,0.00026665074983611703,0.282025545835495,0.34638652205467224,7,horse,7,horse
553,2919,8,ship,0.1414405107498169,0.007861845195293427,0.13357865810394287,0.16322509944438934,8,ship,8,ship
554,9070,2,bird,-0.0,0.8201021552085876,0.8201021552085876,0.17812438309192657,2,bird,2,bird
555,4480,9,truck,-0.0,0.005166617687791586,0.005166617687791586,0.00037794120726175606,9,truck,9,truck
556,7005,1,automobile,1.0345560312271118,1.738952875137329,0.7043968439102173,0.24476787447929382,1,automobile,1,automobile
557,579,5,dog,-0.0,0.06313911080360413,0.06313911080360413,0.006115296855568886,5,dog,5,dog
558,4246,5,dog,-0.0,0.007713175844401121,0.007713175844401121,0.0005216430290602148,5,dog,5,dog
559,1928,4,deer,-0.0,0.34709346294403076,0.34709346294403076,0.0524899922311306,4,deer,4,deer
560,8410,5,dog,0.273654967546463,1.3558952808380127,1.082240343093872,0.4307570159435272,5,dog,5,dog
561,9301,7,horse,0.42254263162612915,2.3316726684570312,1.9091300964355469,1.5062752962112427,7,horse,5,dog
562,2490,0,airplane,0.42254263162612915,0.42781683802604675,0.0052742063999176025,0.10697226971387863,0,airplane,0,airplane
563,3254,3,cat,-0.0,0.0984724909067154,0.0984724909067154,0.011512629687786102,3,cat,3,cat
564,5484,9,truck,-0.0,0.012575790286064148,0.012575790286064148,0.0010100268991664052,9,truck,9,truck
565,2364,6,frog,0.27790018916130066,0.15020973980426788,0.12769044935703278,0.03842296823859215,6,frog,6,frog
566,5295,0,airplane,0.27790018916130066,0.11698959767818451,0.16091059148311615,0.060353826731443405,0,airplane,0,airplane
567,6594,8,ship,0.6511733531951904,1.5084819793701172,0.8573086261749268,0.2242739498615265,8,ship,8,ship
568,3141,9,truck,0.1350361853837967,0.06860534846782684,0.06643083691596985,0.06686300039291382,9,truck,9,truck
569,1076,0,airplane,0.1370995044708252,0.9938573241233826,0.8567578196525574,0.30502399802207947,0,airplane,0,airplane
570,3662,6,frog,0.40217918157577515,0.320568710565567,0.08161047101020813,0.20430874824523926,6,frog,6,frog
571,2623,4,deer,0.24229221045970917,1.2293215990066528,0.9870293736457825,0.17364957928657532,4,deer,4,deer
572,6758,8,ship,0.26954886317253113,0.01806933991611004,0.25147953629493713,0.1476673185825348,8,ship,8,ship
573,7847,7,horse,0.1370995044708252,0.018250007182359695,0.1188495010137558,0.15789707005023956,7,horse,7,horse
574,2830,6,frog,-0.0,0.001984806964173913,0.001984806964173913,0.00011801023356383666,6,frog,6,frog
575,5986,3,cat,0.6267511248588562,0.6441760659217834,0.017424941062927246,0.12656854093074799,3,cat,3,cat
576,8526,3,cat,0.38601890206336975,1.163461446762085,0.7774425745010376,0.14191976189613342,3,cat,3,cat
577,1130,7,horse,-0.0,0.08128788322210312,0.08128788322210312,0.007582809776067734,7,horse,7,horse
578,4965,3,cat,1.6761209964752197,1.5452316999435425,0.13088929653167725,0.6873835325241089,4,deer,4,deer
579,2038,2,bird,0.27790018916130066,0.6085197925567627,0.33061960339546204,0.19256266951560974,2,bird,2,bird
580,4695,8,ship,-0.0,0.3062930703163147,0.3062930703163147,0.03587217256426811,8,ship,8,ship
581,8857,0,airplane,-0.0,0.1762913018465042,0.1762913018465042,0.020822497084736824,0,airplane,0,airplane
582,887,1,automobile,-0.0,1.1441919803619385,1.1441919803619385,0.2866101562976837,1,automobile,1,automobile
583,3322,2,bird,-0.0,0.024929814040660858,0.024929814040660858,0.0019541943911463022,2,bird,2,bird
584,8816,7,horse,0.1414405107498169,0.08299024403095245,0.05845026671886444,0.012380184605717659,7,horse,7,horse
585,2078,2,bird,1.7875034809112549,2.9530081748962402,1.1655046939849854,0.9052747488021851,2,bird,0,airplane
586,5338,8,ship,-0.0,0.41671493649482727,0.41671493649482727,0.056128330528736115,8,ship,8,ship
587,861,6,frog,0.7346874475479126,0.14395129680633545,0.5907361507415771,0.19843152165412903,6,frog,6,frog
588,7080,5,dog,0.2822921872138977,1.8321607112884521,1.5498685836791992,0.39926981925964355,5,dog,5,dog
589,5949,6,frog,-0.0,0.03682349622249603,0.03682349622249603,0.0032065901905298233,6,frog,6,frog
590,3549,1,automobile,0.23181301355361938,0.3216816186904907,0.08986860513687134,0.004281943663954735,1,automobile,1,automobile
591,2192,0,airplane,0.13923299312591553,0.1938047707080841,0.05457177758216858,0.07828986644744873,0,airplane,0,airplane
592,8899,4,deer,0.2386845052242279,0.04408547282218933,0.19459903240203857,0.1090516597032547,4,deer,4,deer
593,664,3,cat,-0.0,0.014768864028155804,0.014768864028155804,0.0011703077470883727,3,cat,3,cat
594,8586,6,frog,-0.0,0.4655607342720032,0.4655607342720032,0.07539445161819458,6,frog,6,frog
595,1845,7,horse,0.2655751705169678,1.1487157344818115,0.8831405639648438,1.010439395904541,7,horse,4,deer
596,2958,0,airplane,0.639556348323822,1.8646320104599,1.2250757217407227,0.7428670525550842,0,airplane,8,ship
597,4957,4,deer,0.1370995044708252,0.9814979434013367,0.8443984389305115,0.1832733154296875,4,deer,4,deer
598,6894,6,frog,0.27790018916130066,1.4132397174835205,1.1353394985198975,0.6268638372421265,6,frog,6,frog
599,2846,6,frog,0.1350361853837967,0.033306825906038284,0.1017293632030487,0.07252928614616394,6,frog,6,frog
600,3351,1,automobile,0.1370995044708252,0.05711255967617035,0.07998694479465485,0.09545999765396118,1,automobile,1,automobile
601,3918,6,frog,-0.0,0.00030551961390301585,0.00030551961390301585,1.5735502529423684e-05,6,frog,6,frog
602,6936,9,truck,0.1370995044708252,0.020701920613646507,0.11639758199453354,0.027464555576443672,9,truck,9,truck
603,3936,6,frog,0.1350361853837967,0.31190580129623413,0.17686961591243744,0.060850001871585846,6,frog,6,frog
604,9742,9,truck,0.3274449110031128,0.610124409198761,0.2826794981956482,0.06438086926937103,9,truck,9,truck
605,2495,9,truck,0.4750591516494751,0.5128671526908875,0.037808001041412354,3.6473171710968018,9,truck,8,ship
606,6633,0,airplane,0.273654967546463,0.04149271920323372,0.2321622520685196,0.08038631081581116,0,airplane,0,airplane
607,9801,6,frog,0.9774178266525269,1.3404641151428223,0.3630462884902954,0.469818115234375,6,frog,6,frog
608,7366,2,bird,-0.0,0.5250812768936157,0.5250812768936157,0.07610196620225906,2,bird,2,bird
609,3023,3,cat,0.1350361853837967,0.010300292633473873,0.12473589181900024,0.15506337583065033,3,cat,3,cat
610,7180,6,frog,-0.0,0.0492745116353035,0.0492745116353035,0.004796783905476332,6,frog,6,frog
611,6901,2,bird,0.273654967546463,1.3657519817352295,1.0920970439910889,3.7222418785095215,2,bird,8,ship
612,1301,1,automobile,0.1370995044708252,0.004668729845434427,0.1324307769536972,0.07650594413280487,1,automobile,1,automobile
613,8676,8,ship,0.1414405107498169,0.23526284098625183,0.09382233023643494,0.017211779952049255,8,ship,8,ship
614,4693,4,deer,0.13303963840007782,0.14290733635425568,0.009867697954177856,0.017985671758651733,4,deer,4,deer
615,2130,0,airplane,0.2386845052242279,1.4449585676193237,1.2062740325927734,0.7027642726898193,0,airplane,0,airplane
616,5832,9,truck,-0.0,0.5000560283660889,0.5000560283660889,0.06659907102584839,9,truck,9,truck
617,6135,3,cat,0.8421707153320312,1.5094332695007324,0.6672625541687012,0.32921916246414185,3,cat,3,cat
618,4027,4,deer,0.13923299312591553,0.006552506238222122,0.1326804906129837,0.10440488904714584,4,deer,4,deer
619,3276,4,deer,0.38601890206336975,0.34026458859443665,0.045754313468933105,0.002664814703166485,4,deer,4,deer
620,2921,8,ship,0.1370995044708252,0.026480870321393013,0.11061863601207733,0.09602831304073334,8,ship,8,ship
621,5562,4,deer,1.7653954029083252,1.955796241760254,0.1904008388519287,0.5902608036994934,4,deer,4,deer
622,4401,1,automobile,0.1414405107498169,0.03811785578727722,0.10332265496253967,0.03457380458712578,1,automobile,1,automobile
623,9396,5,dog,0.27790018916130066,0.0011179395951330662,0.27678224444389343,0.2273288071155548,5,dog,5,dog
624,2549,6,frog,1.5468952655792236,0.5110871195793152,1.0358080863952637,0.43456876277923584,6,frog,6,frog
625,489,0,airplane,0.2386845052242279,0.14964130520820618,0.08904320001602173,0.10438746958971024,0,airplane,0,airplane
626,5343,3,cat,0.26954886317253113,0.6216535568237305,0.35210469365119934,0.349852979183197,3,cat,3,cat
627,1234,1,automobile,-0.0,0.040002740919589996,0.040002740919589996,0.0034162988886237144,1,automobile,1,automobile
628,4869,8,ship,-0.0,0.041963182389736176,0.041963182389736176,0.0034224768169224262,8,ship,8,ship
629,4258,8,ship,0.13923299312591553,0.0475686751306057,0.09166431427001953,0.07150988280773163,8,ship,8,ship
630,6531,4,deer,0.6030228734016418,0.7641883492469788,0.16116547584533691,0.10419966280460358,4,deer,4,deer
631,9674,9,truck,0.13923299312591553,0.008662080392241478,0.1305709183216095,0.16920079290866852,9,truck,9,truck
632,2403,4,deer,-0.0,0.17279070615768433,0.17279070615768433,0.02087993547320366,4,deer,4,deer
633,2971,4,deer,-0.0,0.03304314613342285,0.03304314613342285,0.0029457295313477516,4,deer,4,deer
634,9180,5,dog,0.1414405107498169,0.0010040400084108114,0.14043647050857544,0.12140673398971558,5,dog,5,dog
635,5496,4,deer,0.4035278558731079,0.6022748947143555,0.19874703884124756,0.061233893036842346,4,deer,4,deer
636,460,5,dog,-0.0,0.005998076405376196,0.005998076405376196,0.00039831813774071634,5,dog,5,dog
637,2414,5,dog,-0.0,1.3308913707733154,1.3308913707733154,0.7148514986038208,5,dog,5,dog
638,6816,1,automobile,0.1370995044708252,0.17538690567016602,0.03828740119934082,0.0042073652148246765,1,automobile,1,automobile
639,3303,8,ship,-0.0,0.0771019384264946,0.0771019384264946,0.008451409637928009,8,ship,8,ship
640,7917,6,frog,-0.0,0.17304886877536774,0.17304886877536774,0.01955808326601982,6,frog,6,frog
641,8192,5,dog,-0.0,0.026989948004484177,0.026989948004484177,0.00214406312443316,5,dog,5,dog
642,7015,3,cat,-0.0,0.26260218024253845,0.26260218024253845,0.04283842816948891,3,cat,3,cat
643,7113,9,truck,0.2543850243091583,1.0392287969589233,0.7848438024520874,0.5306021571159363,9,truck,9,truck
644,7084,4,deer,0.5142748355865479,0.3604991137981415,0.15377572178840637,0.1985371708869934,4,deer,4,deer
645,8624,9,truck,0.5260998010635376,0.2945449948310852,0.2315548062324524,0.06949542462825775,9,truck,9,truck
646,3871,8,ship,0.1370995044708252,0.008364085108041763,0.12873542308807373,0.1089022308588028,8,ship,8,ship
647,7687,6,frog,0.8064348697662354,0.10154201835393906,0.7048928737640381,0.31878912448883057,6,frog,6,frog
648,1184,6,frog,-0.0,0.07055879384279251,0.07055879384279251,0.006822386756539345,6,frog,6,frog
649,2334,1,automobile,0.273654967546463,0.04011242464184761,0.2335425466299057,0.08915405720472336,1,automobile,1,automobile
650,9740,3,cat,-0.0,1.7879222631454468,1.7879222631454468,0.5993519425392151,3,cat,3,cat
651,1768,2,bird,-0.0,0.010742387734353542,0.010742387734353542,0.0007590749301016331,2,bird,2,bird
652,6418,0,airplane,0.1350361853837967,0.005557995289564133,0.12947818636894226,0.16125351190567017,0,airplane,0,airplane
653,4665,3,cat,-0.0,0.05502397567033768,0.05502397567033768,0.005732879973948002,3,cat,3,cat
654,9021,0,airplane,0.273654967546463,0.12250073999166489,0.15115422010421753,0.1199335902929306,0,airplane,0,airplane
655,7729,9,truck,-0.0,0.12964141368865967,0.12964141368865967,0.017063943669199944,9,truck,9,truck
656,2208,4,deer,-0.0,0.013971643522381783,0.013971643522381783,0.0010931475553661585,4,deer,4,deer
657,588,8,ship,-0.0,0.1117304265499115,0.1117304265499115,0.01257302425801754,8,ship,8,ship
658,6956,6,frog,-0.0,0.0025716295931488276,0.0025716295931488276,0.00016103879897855222,6,frog,6,frog
659,20,7,horse,-0.0,1.6088019609451294,1.6088019609451294,0.5239375829696655,7,horse,7,horse
660,3095,4,deer,-0.0,0.4928932785987854,0.4928932785987854,0.06960026174783707,4,deer,4,deer
661,6456,2,bird,0.2386845052242279,0.5931112170219421,0.35442671179771423,0.042867787182331085,2,bird,2,bird
662,9958,9,truck,-0.0,0.03495493158698082,0.03495493158698082,0.0036183621268719435,9,truck,9,truck
663,6489,8,ship,-0.0,0.21858122944831848,0.21858122944831848,0.025166986510157585,8,ship,8,ship
664,8371,2,bird,0.1370995044708252,0.0026779265608638525,0.13442157208919525,0.10506366193294525,2,bird,2,bird
665,8381,4,deer,0.7482411861419678,0.4160342514514923,0.33220693469047546,0.1617765724658966,4,deer,4,deer
666,9479,7,horse,0.1370995044708252,0.01896604895591736,0.11813345551490784,0.07273928076028824,7,horse,7,horse
667,7224,3,cat,0.13923299312591553,0.03632044419646263,0.1029125452041626,0.05466260015964508,3,cat,3,cat
668,3318,8,ship,0.1370995044708252,0.07643933594226837,0.060660168528556824,0.0778995007276535,8,ship,8,ship
669,9589,5,dog,-0.0,0.022315945476293564,0.022315945476293564,0.0017601250438019633,5,dog,5,dog
670,5458,3,cat,0.1370995044708252,1.8387118577957153,1.7016123533248901,1.6621201038360596,3,cat,6,frog
671,5460,0,airplane,0.2822921872138977,0.64281165599823,0.3605194687843323,0.11528481543064117,0,airplane,0,airplane
672,8889,4,deer,0.40217918157577515,1.283815860748291,0.8816366791725159,0.22746849060058594,4,deer,4,deer
673,4898,6,frog,0.1414405107498169,0.01741000823676586,0.12403050065040588,0.14140117168426514,6,frog,6,frog
674,2912,2,bird,0.5971559882164001,1.0741468667984009,0.47699087858200073,0.13474926352500916,2,bird,2,bird
675,7322,4,deer,-0.0,0.10619646310806274,0.10619646310806274,0.011251451447606087,4,deer,4,deer
676,6790,7,horse,0.1414405107498169,0.059797752648591995,0.0816427618265152,0.04900294914841652,7,horse,7,horse
677,7417,3,cat,0.1350361853837967,0.0074316468089818954,0.12760454416275024,0.11402159929275513,3,cat,3,cat
678,6848,9,truck,0.6060906648635864,0.2754947245121002,0.3305959403514862,0.1307569295167923,9,truck,9,truck
679,44,0,airplane,0.4536495804786682,0.009866817854344845,0.443782776594162,0.37529534101486206,0,airplane,0,airplane
680,7502,8,ship,-0.0,0.7554149627685547,0.7554149627685547,0.1173725575208664,8,ship,8,ship
681,25,2,bird,-0.0,1.6946344375610352,1.6946344375610352,0.4441414475440979,2,bird,2,bird
682,1061,1,automobile,0.4689956307411194,0.45842164754867554,0.010573983192443848,0.0027825264260172844,1,automobile,1,automobile
683,4156,3,cat,0.13923299312591553,0.026210201904177666,0.11302278935909271,0.13539114594459534,3,cat,3,cat
684,3497,0,airplane,0.3182152807712555,1.4072589874267578,1.0890437364578247,1.8321654796600342,0,airplane,1,automobile
685,2653,4,deer,0.13923299312591553,0.10723993182182312,0.03199306130409241,0.04518451169133186,4,deer,4,deer
686,391,2,bird,-0.0,0.00032648417982272804,0.00032648417982272804,1.6569954823353328e-05,2,bird,2,bird
687,6775,0,airplane,-0.0,0.18652412295341492,0.18652412295341492,0.027873381972312927,0,airplane,0,airplane
688,7906,2,bird,0.9188843965530396,1.3614764213562012,0.4425920248031616,0.05756980925798416,2,bird,2,bird
689,8875,8,ship,-0.0,0.09357913583517075,0.09357913583517075,0.008623621426522732,8,ship,8,ship
690,9899,7,horse,0.2822921872138977,0.012627528049051762,0.2696646451950073,0.2802925109863281,7,horse,7,horse
691,3146,2,bird,0.3825426697731018,2.2365739345550537,1.8540313243865967,0.7487612962722778,2,bird,2,bird
692,8532,3,cat,0.27790018916130066,0.9851976633071899,0.7072974443435669,0.16266950964927673,3,cat,3,cat
693,9487,1,automobile,-0.0,0.005495840683579445,0.005495840683579445,0.0003797286772169173,1,automobile,1,automobile
694,9703,4,deer,-0.0,0.0014792559668421745,0.0014792559668421745,9.250213042832911e-05,4,deer,4,deer
695,3195,5,dog,-0.0,0.008677366189658642,0.008677366189658642,0.0006343497661873698,5,dog,5,dog
696,4445,9,truck,-0.0,0.02901890128850937,0.02901890128850937,0.002926236717030406,9,truck,9,truck
697,8717,8,ship,-0.0,0.03972609341144562,0.03972609341144562,0.0034773615188896656,8,ship,8,ship
698,1536,5,dog,-0.0,1.2071512937545776,1.2071512937545776,4.002910137176514,5,dog,3,cat
699,875,8,ship,-0.0,0.05100404471158981,0.05100404471158981,0.004488749895244837,8,ship,8,ship
700,8852,7,horse,-0.0,0.002027667360380292,0.002027667360380292,0.00012814176443498582,7,horse,7,horse
701,9171,2,bird,-0.0,0.02054138109087944,0.02054138109087944,0.001561494660563767,2,bird,2,bird
702,2268,3,cat,-0.0,0.000304897635942325,0.000304897635942325,1.7404403479304165e-05,3,cat,3,cat
703,5844,0,airplane,0.4689956307411194,0.25779667496681213,0.21119895577430725,0.03994974121451378,0,airplane,0,airplane
704,7009,6,frog,-0.0,0.15647661685943604,0.15647661685943604,0.01789940893650055,6,frog,6,frog
705,1426,7,horse,-0.0,0.014309902675449848,0.014309902675449848,0.0012260308722034097,7,horse,7,horse
706,2152,7,horse,-0.0,0.0018618383910506964,0.0018618383910506964,0.00011288483074167743,7,horse,7,horse
707,3651,0,airplane,0.3458035886287689,0.4042949676513672,0.05849137902259827,0.06981249153614044,0,airplane,0,airplane
708,5748,8,ship,-0.0,0.020126421004533768,0.020126421004533768,0.0017392998561263084,8,ship,8,ship
709,2689,5,dog,0.13923299312591553,0.05140748247504234,0.08782550692558289,0.013480400666594505,5,dog,5,dog
710,9135,7,horse,0.13923299312591553,1.1214326620101929,0.9821996688842773,0.5152088403701782,7,horse,7,horse
